"","text"
"2089","Look forward to being in Tampa this afternoon. Wonderful crowds. Thank you, Florida!"
"2090","We don't have a country- if we don't have borders. #VoteTrump 
Video: https://t.co/wG4RgOi1bW https://t.co/oAXBvcKIsr"
"2091","Just received from @PeteRose_14. 
Thank you Pete! #VoteTrump on 
Tuesday Ohio! #Trump2016
#MakeAmericaGreatAgain https://t.co/UvP03n7dQq"
"2092","LIVE Stream: Donald Trump about to speak in Boca Raton, FL. Protesters already before Trump speaks. #TrumpTrain 

https://t.co/8UWX6icKtv"
"2093","LYIN' TED https://t.co/Q0qXDGCN1l"
"2094","The failing @nytimes is truly one of the worst newspapers. They knowingly write lies and never even call to fact check. Really bad people!"
"2095","Because Gov. Kasich cannot run in the state of Pennsylvania-he cannot win the nomination- &amp; should not be allowed to compete in Ohio on Tue."
"2096","Carly Fiorina- I agree! Ted Cruz is just another politician. All talk- no action!
https://t.co/08xkEBD8Be"
"2097","Thank you Kevin. With unification of the party, Republican wins will be massive! 
https://t.co/1rmyCGSlsV"
"2098","Gov.Kasich of Ohio just stated on a morning show that he doesn't watch politics or anything on television, he only watches the @GolfChannel"
"2099","Ohio Gov.Kasich voted for NAFTA, from which Ohio has never recovered. Now he wants TPP, which will be even worse. Ohio steel and coal dying!"
"2100","Bernie Sanders is lying when he says his disruptors aren't told to go to my events. Be careful Bernie, or my supporters will go to yours!"
"2101","""@alextrent4: It is repulsive that Trump was assaulted+politicians used that 2 further themselves+2 further victimize Trump! DISGUSTING!!"""
"2102","Wow, Kasich didn't qualify to run in the state of Pennsylvania, not enough signatures. Big problem!"
"2103","Trump says the chaos in Chicago was a planned attack. But Hillary insists it was a spontaneous reaction to an internet video."
"2104","USSS did an excellent job stopping the maniac running to the stage. He has ties to ISIS. Should be in jail! https://t.co/tkzbHg7wyD?ssr=true"
"2105","Do the people of Ohio know that John Kasich is STRONGLY in favor of Common Core! In other words, education of your children from D.C. No way"
"2106","#EndCommonCore #Trump2016
Video: https://t.co/krYK2DiAlh https://t.co/RAH45igqJI"
"2107","Just finished my second speech. 20K in Dayton &amp; 25K in Cleveland- perfectly behaved crowd. Thanks- I love you, Ohio! https://t.co/IDmwG5FQsw"
"2108","It is Clinton and Sanders people who disrupted my rally in Chicago - and then they say I must talk to my people. Phony politicians!"
"2109","The last person that Hillary or Bernie want to run against is Donald Trump --- and that is fact!"
"2110","We are asking law enforcement to check for dishonest early voting in Florida- on behalf of little Marco Rubio. 
No way to run a country!"
"2111","Word is-early voting in FL is very dishonest. Little Marco, his State Chairman, &amp; their minions are working overtime-trying to rig the vote."
"2112","The rally in Cincinnati is ON. Media put out false reports that it was cancelled! 
#MakeAmericaGreatAgain #Trump2016"
"2113","Thank you Dayton, Ohio! 20,000 supporters- largest in airport history! #MakeAmericaGreatAgain #Trump2016 https://t.co/ry2p5qGcFt"
"2114","MAKE AMERICA GREAT AGAIN!"
"2115","On my way to Dayton, Ohio. Will be there soon!"
"2116","The rally in Cincinnati is ON. Media put out false reports that it was cancelled. Will be great - love you Ohio!"
"2117","Ohio had the biggest budget increase in the U.S. If it were not for striking oil, they would be bust! Governor Kasich in favor of TPP fraud!"
"2118","Absentee Governor Kasich voted for NAFTA and NAFTA devastated Ohio - a disaster from which it never recovered. Kasich is good for Mexico!"
"2119","The organized group of people, many of them thugs, who shut down our First Amendment rights in Chicago, have totally energized America!"
"2120","I just got off the phone with the great people of Guam! Thank you for your support! #VoteTrump today! #Trump2016"
"2121","Great news! Thank you Governor Ralph DLG Torres! #Trump2016  https://t.co/hXwAK3iyPk"
"2122","It means so much to me- receiving an endorsement from Phyllis Schlafly. A truly great woman &amp; conservative. https://t.co/11rEMu99qc"
"2123","Thank you St. Louis, Missouri! 
#MakeAmericaGreatAgain #Trump2016
https://t.co/qM1Mwq05j2 https://t.co/MxVFHvHfS3"
"2124","Rumor has it that @politico is going out of business. Losing too much money. Great news! Likewise, dopey Mort Zuckerman's @NYDailyNews"
"2125","https://t.co/ZQ0osiFEJQ"
"2126","Dr. Ben Carson- I concur. 

""I believe in God who can change people- he can make any of us better.""
@RealBenCarson"
"2127","Prob w/ all pundits saying last fall @realDonaldTrump had no chance is that shows media so out of touch w/ Americans"
"2128","Please read my full endorsement of @realDonaldTrump  for President of the United States: https://t.co/aSx9u3Ayz1."
"2129","I endorse @realDonaldTrump. It’s time to unite behind the candidate who will beat Hillary Clinton and return government to, ""We the People"""
"2130","Many people fight for change in DC. @realDonaldTrump is a leader with an outsider’s perspective &amp; the vision, guts &amp; energy to get it done."
"2131","The Scrum: Video Emerges to Suggest WaPo Reporter Ben Terris Misidentifies Lewandowski in Fields Incident  Breitbart https://t.co/wJ51Mkj27e"
"2132","Thank you! #GOPDebate https://t.co/BuJ1YFkjvm"
"2133","""@JaredWyand: Let's be clear.. #NeverTrump is about ""Never someone we don't own"" You either play into it &amp; let them win or vote Trump."
"2134","Thank you America! #Trump2016
#MakeAmericaGreatAgain https://t.co/8B0J8Xt3dh"
"2135","Thank you Mark. #GOPDebate  https://t.co/jeaiAvgEEC"
"2136","""@adriparsonss: @The_Trump_Train @realDonaldTrump #Donald Trump is your man America. He is the best!! Vote for him!"" Thank you!"
"2137","Wow, you are all correct about @FoxNews - totally biased and disgusting reporting."
"2138","Another Dishonest Politician 
#LightweightSenatorMarcoRubio https://t.co/w7G5vJ511O"
"2139","Keep lightweight Marco and his friends out of the White House. 
#MakeAmericaGreatAgain #Trump2016 https://t.co/hNkkRx66Hc"
"2140","Phony Club For Growth tried to shake me down for one million dollars, &amp; is now putting out nasty negative ads on me. They are total losers!"
"2141","Thank you Hawaii! #Trump2016"
"2142","This was a great evening- I would like to thank everyone for their wonderful support."
"2143","LIVE Stream now: Donald Trump press conference #TrumpTrain #Trump2016 https://t.co/s7WgNXR27A"
"2144","Thank you Michigan! #Trump2016"
"2145","Thank you Mississippi! #Trump2016"
"2146","Thank you! #Trump2016 https://t.co/WvTkL8mMHY"
"2147","Thank you America! #Trump2016
https://t.co/jOD54EGGmG"
"2148","Word is I am doing very well in Michigan and Mississippi! Wow, and with all that money spent against me! Will be going to Trump Jupiter now!"
"2149","I hear @NBCNews / @WSJ came out with another one of their phony polls. While I am leading, they are totally discredited after last S.C. poll"
"2150","Aloha Hawaii: We would be honored to have your vote! Find your caucus https://t.co/iNgQS80mxX #TrumpWaikiki #Mahalo https://t.co/ggTwDLbSG7"
"2151","The negative television commercials about me, paid for by the politicians bosses, are a total #Mediafraud. When you watch, remember!"
"2152","Hawaii:
https://t.co/MnIlk2l9hP
Idaho:
https://t.co/7y5RxLpZRQ
Mississippi:
https://t.co/n43cPeJIqa
Michigan:
https://t.co/GL5JiZbqIc"
"2153","#VoteTrumpID! #Trump2016
https://t.co/c6NHn6d6jX"
"2154","#VoteTrumpHI! #Trump2016
https://t.co/cCCLxnisSO"
"2155","#VoteTrumpMI! #Trump2016
https://t.co/IWMxISjH6L"
"2156","#VoteTrumpMS! #Trump2016
https://t.co/KaHD0uENla"
"2157","Mitt Romney had his chance and blew it. Lindsey Graham ran for president, got ZERO, and quit! Why are they now spokesmen against me? Sad!"
"2158","Remember, I am the only one who is self-funding my campaign. All of the other candidates are bought and paid for by special interests!"
"2159","Sun Sentinel says: Rubio lacks the experience, work ethic and gravitas needed to be president. HE HAS NOT EARNED YOUR VOTE!"
"2160","""@EricTrump: Wishing our father tremendous luck in Michigan, Mississippi, Idaho &amp; Hawaii today! Amazing father! https://t.co/cYpx4eC9W @Q"""
"2161","MAKE AMERICA GREAT AGAIN!"
"2162","Thank you @EricTrump! https://t.co/U1iTLmcbAc"
"2163","Michigan, Mississippi, Idaho &amp; Hawaii: Get out to VOTE and join the movement today! Video: https://t.co/fJw8Ax7E8P https://t.co/ZDbarevYAc"
"2164","The Club for Growth is a very dishonest group. They represent conservative values terribly &amp; are bad for America. https://t.co/rnGoaprYuA"
"2165","People forget, it was Club for Growth that asked me for $1 million. I said no &amp; they went negative. Extortion! https://t.co/oq8jmoep7i"
"2166","Ted Cruz Was For Welcoming Syrian Refugees Before He Was Against It
https://t.co/zw4o1DJgfB"
"2167","I employ many people in Hawaii at my great hotel in Honolulu. I’ll be there very soon. Vote for me, Hawaii!"
"2168","Cruz came to Mississippi, there was nobody there, he left the state. I had a rally in Madison, MS with 10,000! 
Thank you!"
"2169","I will be interviewed by @SeanHannity tonight at 10pm EST on @FoxNews! Enjoy!"
"2170","New ad concerning lightweight Senator Marco Rubio: 
https://t.co/cNe0skpB5i"
"2171","Thank you Idaho! I love your potatoes- 
nobody grows them better. As 
President, I will protect your market. https://t.co/kqx8un1jnw"
"2172","Lightweight Senator Marco Rubio features Trump Univ. students in FL. attack ads- who submitted ""excellent"" reviews. https://t.co/JGTD590pKE"
"2173","""@justin_sellers: Setup is underway @realDonaldTrump rally in Madison. #MSPrimary https://t.co/1HLgixbqia"" Thank you!"
"2174","It was great being in Michigan. Remember, I am the only presidential candidate who will bring jobs back to the U.S.and protect car industry!"
"2175","Don't believe the millions of dollars of phony television ads by lightweight Rubio and the R establishment. Dishonest people!"
"2176","Leaving for North Carolina. Big crowd, will be fun!"
"2177","Congratulation to Adam Scott and all of the folks at Trump National Doral on producing a really great WGC Tournament. Amazing finish!"
"2178","I will be using Facebook and Twitter to expose dishonest lightweight Senator Marco Rubio. A record no-show in Senate, he is scamming Florida"
"2179","We cannot let the failing REPUBLICAN ESTABLISHMENT, who could not stop Obama (twice), ruin the MOVEMENT with millions of  $'s in false ads!"
"2180","Lindsey Graham is all over T.V., much like failed 47% candidate Mitt Romney. These nasty, angry, jealous  failures have ZERO credibility!"
"2181","Failed presidential candidate Lindsey Graham should respect me. I destroyed his run, brought him from 7% to 0% when he got out. Now nasty!"
"2182","How do you fight millions of dollars of fraudulent commercials pushing for crooked politicians? I will be using Facebook &amp; Twitter. Watch!"
"2183","All of the phony T.V. commercials against me are bought and payed for by SPECIAL INTEREST GROUPS, the bandits that tell your pols what to do"
"2184","""@Janetlarose1: @realDonaldTrump @FaceTheNation @jdickerson WASHINGTON VERSUS TRUMP ❤ &amp;TRUMPS SUPPORTERS ... #TRUMPDOG"""
"2185","""@ChadRowland3:  @jdickerson @FaceTheNation A solid interview and a fair one. Great job Mr. Trump. Keep up the good work. #TrumpTrain"""
"2186",".@meetthepress and @chucktodd did a 1 hour hit job on me today – totally biased and mostly false. Dishonest media!"
"2187","I am at Trump National Doral-best resort in U.S. Rory and Adam Scott are doing great! Watch on NBC at 3:00 P.M.  MAKE AMERICA GREAT AGAIN!"
"2188","Thank you to @jdickerson and @FaceTheNation for a very fair and professional interview this morning. No wonder you are #1 in the ratings!"
"2189","Fraud lightweight Marco made a TV ad on TrumpU featuring 2 people who signed these letters: https://t.co/tSpFBn6Rux
https://t.co/KFmotmqfnN"
"2190","The primary plaintiff in the phony Trump University suit wants to abandon the case. Disgraceful!"
"2191","Nancy Reagan, the wife of a truly great President, was an amazing woman. She will be missed!"
"2192","David Brooks, of the New York Times, is closing in on being the dumbest of them all. He doesn’t have a clue."
"2193","Thank you Michigan! #Trump2016 https://t.co/ttwwvrTjwE"
"2194","FLORIDA: Do not miss this opportunity to #MakeAmericaGreatAgain! Thank you @IvankaTrump: https://t.co/LHRNDKsoKh https://t.co/7cnWT9RGSr"
"2195","I will be interviewed on @FaceTheNation this morning. Enjoy!  @jdickerson"
"2196",".@FoxNews is devastated that lightweight Senator Marco Rubio got trounced tonight and is the big loser. I won the two big states, great!"
"2197","Thank you Kentucky! #Trump2016
#SuperSaturday"
"2198","Thank you Louisiana! #Trump2016
#SuperSaturday"
"2199","If you live in Louisiana, Maine, Kentucky or Kansas remember to vote today! Together let's #MakeAmericaGreatAgain🇺🇸 https://t.co/fVLftOVasa"
"2200","I will be at the Cadillac World Golf Championship @TrumpDoral in Miami tomorrow! Rory, Phil, Bubba, Adam, and Dustin all at the top!"
